MorphID,SpID,Sex,N,ExpC,Peso,Acom,TotC,AlCdo,PrfP,AlAnc,AlLgo,Rasp,Rform,WiLo,Wtap,AlArea,ColaL,PataE,TarsL
13436,Chlorostilbon gibsoni,Macho,1,9999,3.6,9999,9999,50,9999,9999,9999,9999,9999,9999,9999,9999,25,9999,9999
13437,Chlorostilbon gibsoni,Macho,1,9999,3.8,9999,9999,50,9999,9999,9999,9999,9999,9999,9999,9999,30,9999,9999
13438,Chlorostilbon gibsoni,Macho,1,9999,3.8,9999,9999,50,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
13439,Chlorostilbon gibsoni,Macho,1,9999,4,9999,9999,50,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
13440,Chlorostilbon gibsoni,Macho,1,9999,4.4,9999,9999,50,9999,9999,9999,9999,9999,9999,9999,9999,24,9999,9999
13441,Chlorostilbon gibsoni,Macho,1,9999,4.4,9999,9999,50,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
13442,Chlorostilbon gibsoni,Macho,1,9999,4.6,9999,9999,50,9999,9999,9999,9999,9999,9999,9999,9999,28,9999,9999
13443,Chlorostilbon gibsoni,Macho,1,9999,4.4,9999,16.6,51,9999,9999,9999,9999,9999,9999,9999,9999,27,9999,9999
13444,Chlorostilbon gibsoni,Macho,1,9999,4,9999,16.7,51,9999,9999,9999,9999,9999,9999,9999,9999,29,9999,9999
13445,Chlorostilbon gibsoni,Hembra,1,9999,3.5,9999,17,51,9999,9999,9999,9999,9999,9999,9999,9999,22.5,9999,9999
13446,Chlorostilbon gibsoni,Macho,1,9999,4.1,9999,17,51,9999,9999,9999,9999,9999,9999,9999,9999,29,9999,9999
13447,Chlorostilbon gibsoni,Macho,1,9999,4.2,9999,17,51,9999,9999,9999,9999,9999,9999,9999,9999,28,9999,9999
13448,Chlorostilbon gibsoni,Macho,1,9999,4,9999,17.58,51,9999,9999,9999,9999,9999,9999,9999,9999,28,9999,9999
13449,Chlorostilbon gibsoni,Indefinido,1,9999,4.5,9999,17.8,51,9999,9999,9999,9999,9999,9999,9999,9999,21.8,9999,9999
13450,Chlorostilbon gibsoni,Indefinido,1,9999,3.6,9999,17.9,51,9999,9999,9999,9999,9999,9999,9999,9999,24.9,9999,9999
13451,Chlorostilbon gibsoni,Indefinido,1,9999,6.8,9999,17.9,51,9999,9999,9999,9999,9999,9999,9999,9999,21.5,9999,9999
13452,Chlorostilbon gibsoni,Indefinido,1,9999,8.5,9999,17.9,51,9999,9999,9999,9999,9999,9999,9999,9999,23.5,9999,9999
13453,Chlorostilbon gibsoni,Indefinido,1,9999,26,9999,17.9,51,9999,9999,9999,9999,9999,9999,9999,9999,22.6,9999,9999
13454,Chlorostilbon gibsoni,Indefinido,1,9999,5.2,9999,18.1,51,9999,9999,9999,9999,9999,9999,9999,9999,23.3,9999,9999
13455,Chlorostilbon gibsoni,Indefinido,1,9999,33.5,9999,18.1,51,9999,9999,9999,9999,9999,9999,9999,9999,20.9,9999,9999
13456,Chlorostilbon gibsoni,Hembra,1,9999,3.2,9999,18.2,51,9999,9999,9999,9999,9999,9999,9999,9999,21.9,9999,9999
13457,Chlorostilbon gibsoni,Hembra,1,9999,3.8,9999,18.3,51,9999,9999,9999,9999,9999,9999,9999,9999,29.8,9999,9999
13458,Chlorostilbon gibsoni,Macho,1,9999,4.1,9999,18.5,51,9999,9999,9999,9999,9999,9999,9999,9999,27,9999,9999
13459,Chlorostilbon gibsoni,Indefinido,1,9999,4,9999,18.7,51,9999,9999,9999,9999,9999,9999,9999,9999,23.7,9999,9999
13460,Chlorostilbon gibsoni,Indefinido,1,9999,3,9999,18.8,51,9999,9999,9999,9999,9999,9999,9999,9999,24.6,9999,9999
13461,Chlorostilbon gibsoni,Indefinido,1,9999,4.1,9999,18.8,51,9999,9999,9999,9999,9999,9999,9999,9999,21.8,9999,9999
13462,Chlorostilbon gibsoni,Indefinido,1,9999,13.8,9999,18.8,51,9999,9999,9999,9999,9999,9999,9999,9999,28.2,9999,9999
13463,Chlorostilbon gibsoni,Indefinido,1,9999,3.5,9999,19.1,51,9999,9999,9999,9999,9999,9999,9999,9999,21.5,9999,9999
13464,Chlorostilbon gibsoni,Hembra,1,9999,57,9999,19.1,51,9999,9999,9999,9999,9999,9999,9999,9999,25.3,9999,9999
13465,Chlorostilbon gibsoni,Macho,1,9999,3.6,9999,19.2,51,9999,9999,9999,9999,9999,9999,9999,9999,30,9999,9999
13466,Chlorostilbon gibsoni,Hembra,1,9999,3.8,9999,19.3,51,9999,9999,9999,9999,9999,9999,9999,9999,32,9999,9999
13467,Chlorostilbon gibsoni,Macho,1,9999,4,9999,19.3,51,9999,9999,9999,9999,9999,9999,9999,9999,29.1,9999,9999
13468,Chlorostilbon gibsoni,Indefinido,1,9999,5.5,9999,19.4,51,9999,9999,9999,9999,9999,9999,9999,9999,24.2,9999,9999
13469,Chlorostilbon gibsoni,Macho,1,9999,4.2,9999,19.6,51,9999,9999,9999,9999,9999,9999,9999,9999,25.5,9999,9999
13470,Chlorostilbon gibsoni,Hembra,1,9999,3.7,9999,19.8,51,9999,9999,9999,9999,9999,9999,9999,9999,29,9999,9999
13471,Chlorostilbon gibsoni,Macho,1,9999,3.9,9999,19.8,51,9999,9999,9999,9999,9999,9999,9999,9999,24.2,9999,9999
13472,Chlorostilbon gibsoni,Indefinido,1,9999,4,9999,19.8,51,9999,9999,9999,9999,9999,9999,9999,9999,21.1,9999,9999
13473,Chlorostilbon gibsoni,Macho,1,9999,3.9,9999,19.9,51,9999,9999,9999,9999,9999,9999,9999,9999,23.2,9999,9999
13474,Chlorostilbon gibsoni,Indefinido,1,9999,9999,9999,20,51,9999,9999,9999,9999,9999,9999,9999,9999,30.5,9999,9999
13475,Chlorostilbon gibsoni,Hembra,1,9999,4.7,9999,20.1,51,9999,9999,9999,9999,9999,9999,9999,9999,26,9999,9999
13476,Chlorostilbon gibsoni,Macho,1,9999,4,9999,20.2,51,9999,9999,9999,9999,9999,9999,9999,9999,28,9999,9999
13477,Chlorostilbon gibsoni,Macho,1,9999,4.2,9999,20.2,51,9999,9999,9999,9999,9999,9999,9999,9999,28.1,9999,9999
13478,Chlorostilbon gibsoni,Indefinido,1,9999,8,9999,20.2,51,9999,9999,9999,9999,9999,9999,9999,9999,26.1,9999,9999
13479,Chlorostilbon gibsoni,Indefinido,1,9999,5,9999,20.3,51,9999,9999,9999,9999,9999,9999,9999,9999,20.5,9999,9999
13480,Chlorostilbon gibsoni,Indefinido,1,9999,4.5,9999,20.4,51,9999,9999,9999,9999,9999,9999,9999,9999,23.5,9999,9999
13481,Chlorostilbon gibsoni,Indefinido,1,9999,26.5,9999,20.5,51,9999,9999,9999,9999,9999,9999,9999,9999,25.2,9999,9999
13482,Chlorostilbon gibsoni,Indefinido,1,9999,29.5,9999,20.5,51,9999,9999,9999,9999,9999,9999,9999,9999,21.1,9999,9999
13483,Chlorostilbon gibsoni,Indefinido,1,9999,30.5,9999,20.5,51,9999,9999,9999,9999,9999,9999,9999,9999,23.4,9999,9999
13484,Chlorostilbon gibsoni,Indefinido,1,9999,3.9,9999,20.6,51,9999,9999,9999,9999,9999,9999,9999,9999,30.3,9999,9999
13485,Chlorostilbon gibsoni,Indefinido,1,9999,4.3,9999,20.6,51,9999,9999,9999,9999,9999,9999,9999,9999,28.1,9999,9999
13486,Chlorostilbon gibsoni,Indefinido,1,9999,5.1,9999,20.6,51,9999,9999,9999,9999,9999,9999,9999,9999,30,9999,9999
13487,Chlorostilbon gibsoni,Indefinido,1,9999,26,9999,20.6,51,9999,9999,9999,9999,9999,9999,9999,9999,24.8,9999,9999
13488,Chlorostilbon gibsoni,Hembra,1,9999,3.7,9999,21,51,9999,9999,9999,9999,9999,9999,9999,9999,29,9999,9999
